Datazone,uptake_measure,uptake_rate,demand_measure,demand_rate,display_year
S01013350,UC,0.4266666666666667,unemployed_households_with_children,0.18666666666666668,2025
S01013351,FSM,0.10256410256410256,cilif_age_10_18,0.19230769230769232,2023
S01013351,EMA,0,cilif_age_16_18,0.24242424242424243,2023
S01013351,CG,0.35,cilif_age_5_15,0.225,2023
S01013351,FSM,0.1282051282051282,cilif_age_10_18,0.20512820512820512,2025
S01013351,EMA,0.030303030303030304,cilif_age_16_18,0.30303030303030304,2025
S01013351,CG,0.2875,cilif_age_5_15,0.1625,2025
S01013351,UC,0.35526315789473684,unemployed_households_with_children,0.13157894736842105,2025
S01013352,FSM,0.03260869565217391,cilif_age_10_18,0.2391304347826087,2023
S01013352,EMA,0.2222222222222222,cilif_age_16_18,0.25925925925925924,2023
S01013352,CG,0.36,cilif_age_5_15,0.15,2023
S01013352,FSM,0.21739130434782608,cilif_age_10_18,0.18478260869565216,2025
S01013352,EMA,0.14814814814814814,cilif_age_16_18,0.2222222222222222,2025
S01013352,CG,0.27,cilif_age_5_15,0.11,2025
S01013352,UC,0.42857142857142855,unemployed_households_with_children,0.07142857142857142,2025
S01013353,FSM,0.056074766355140186,cilif_age_10_18,0.32710280373831774,2023
S01013353,EMA,0.14705882352941177,cilif_age_16_18,0.38235294117647056,2023
S01013353,CG,0.3106060606060606,cilif_age_5_15,0.22727272727272727,2023
S01013353,FSM,0.37383177570093457,cilif_age_10_18,0.2803738317757009,2025
S01013353,EMA,0.17647058823529413,cilif_age_16_18,0.29411764705882354,2025
S01013353,CG,0.22727272727272727,cilif_age_5_15,0.24242424242424243,2025
S01013353,UC,0.5555555555555556,unemployed_households_with_children,0.16666666666666666,2025
S01013354,FSM,0.03278688524590164,cilif_age_10_18,0.09836065573770492,2023
S01013354,EMA,0.08695652173913043,cilif_age_16_18,NA,2023
S01013354,CG,0.9545454545454546,cilif_age_5_15,0.19696969696969696,2023
S01013354,FSM,0.01639344262295082,cilif_age_10_18,0.14754098360655737,2025
S01013354,EMA,0.043478260869565216,cilif_age_16_18,0.21739130434782608,2025
S01013354,CG,0.4393939393939394,cilif_age_5_15,0.13636363636363635,2025
S01013354,UC,0.3225806451612903,unemployed_households_with_children,0.08064516129032258,2025
S01013355,FSM,0.07246376811594203,cilif_age_10_18,0.18840579710144928,2023
S01013355,EMA,0.038461538461538464,cilif_age_16_18,NA,2023
S01013355,CG,0.38571428571428573,cilif_age_5_15,0.21428571428571427,2023
S01013355,FSM,0.18840579710144928,cilif_age_10_18,0.18840579710144928,2025
S01013355,EMA,0.038461538461538464,cilif_age_16_18,NA,2025
S01013355,CG,0.6142857142857143,cilif_age_5_15,0.2,2025
S01013355,UC,0.391304347826087,unemployed_households_with_children,0.13043478260869565,2025
S01013356,FSM,0.2261904761904762,cilif_age_10_18,0.2619047619047619,2023
S01013356,EMA,0.07407407407407407,cilif_age_16_18,0.18518518518518517,2023
S01013356,CG,0.3010752688172043,cilif_age_5_15,0.3010752688172043,2023
S01013356,FSM,0.047619047619047616,cilif_age_10_18,0.2619047619047619,2025
S01013356,EMA,0,cilif_age_16_18,0.4444444444444444,2025
S01013356,CG,0.043010752688172046,cilif_age_5_15,0.20430107526881722,2025
S01013356,UC,0.7692307692307693,unemployed_households_with_children,0.32967032967032966,2025
S01013357,FSM,0.140625,cilif_age_10_18,0.0859375,2023
S01013357,EMA,0,cilif_age_16_18,0.15217391304347827,2023
S01013357,CG,0.32061068702290074,cilif_age_5_15,0.09923664122137404,2023
S01013357,FSM,0.0390625,cilif_age_10_18,0.09375,2025
S01013357,EMA,0.043478260869565216,cilif_age_16_18,0.17391304347826086,2025
S01013357,CG,0.12213740458015267,cilif_age_5_15,0.11450381679389313,2025
S01013357,UC,0.5042735042735043,unemployed_households_with_children,0.17094017094017094,2025
S01013358,FSM,0.9206349206349206,cilif_age_10_18,0.2857142857142857,2023
S01013358,EMA,0.2857142857142857,cilif_age_16_18,NA,2023
S01013358,CG,0.3176470588235294,cilif_age_5_15,0.3176470588235294,2023
S01013358,FSM,0.20634920634920634,cilif_age_10_18,0.4126984126984127,2025
S01013358,EMA,0.38095238095238093,cilif_age_16_18,0.47619047619047616,2025
S01013358,CG,0.21176470588235294,cilif_age_5_15,0.3411764705882353,2025
S01013358,UC,0.527027027027027,unemployed_households_with_children,0.05405405405405406,2025
S01013359,FSM,0.3698630136986301,cilif_age_10_18,0.2602739726027397,2023
S01013359,EMA,0.03571428571428571,cilif_age_16_18,0.17857142857142858,2023
S01013359,CG,0.4606741573033708,cilif_age_5_15,0.38202247191011235,2023
S01013359,FSM,0.3287671232876712,cilif_age_10_18,0.3150684931506849,2025
S01013359,EMA,0.10714285714285714,cilif_age_16_18,0.2857142857142857,2025
S01013359,CG,0.5955056179775281,cilif_age_5_15,0.3146067415730337,2025
S01013359,UC,0.918918918918919,unemployed_households_with_children,0.24324324324324326,2025
S01013360,FSM,0.013888888888888888,cilif_age_10_18,0.3194444444444444,2023
S01013360,EMA,0.4375,cilif_age_16_18,0.6875,2023
S01013360,CG,0.18681318681318682,cilif_age_5_15,0.2967032967032967,2023
S01013360,FSM,0.25,cilif_age_10_18,0.375,2025
S01013360,EMA,0.0625,cilif_age_16_18,0.625,2025
S01013360,CG,0.054945054945054944,cilif_age_5_15,0.31868131868131866,2025
S01013360,UC,0.6282051282051282,unemployed_households_with_children,0.20512820512820512,2025
S01013361,FSM,0.175,cilif_age_10_18,0.325,2023
S01013361,EMA,0,cilif_age_16_18,0.5,2023
S01013361,CG,0.14516129032258066,cilif_age_5_15,0.2903225806451613,2023
S01013361,FSM,0.075,cilif_age_10_18,0.3,2025
S01013361,EMA,0.16666666666666666,cilif_age_16_18,NA,2025
S01013361,CG,0.24193548387096775,cilif_age_5_15,0.1774193548387097,2025
S01013361,UC,0.7,unemployed_households_with_children,0.18,2025
S01013362,FSM,0.14285714285714285,cilif_age_10_18,0.6,2023
S01013362,EMA,0.2857142857142857,cilif_age_16_18,1.2857142857142858,2023
S01013362,CG,0.34,cilif_age_5_15,0.4,2023
S01013362,FSM,0.6857142857142857,cilif_age_10_18,0.4,2025
S01013362,EMA,0.14285714285714285,cilif_age_16_18,1.1428571428571428,2025
S01013362,CG,0.06,cilif_age_5_15,0.24,2025
S01013362,UC,0.75,unemployed_households_with_children,0.21428571428571427,2025
S01013363,FSM,0.47619047619047616,cilif_age_10_18,0.42857142857142855,2023
S01013363,EMA,0.375,cilif_age_16_18,0.3333333333333333,2023
S01013363,CG,0.02564102564102564,cilif_age_5_15,0.358974358974359,2023
S01013363,FSM,0.09523809523809523,cilif_age_10_18,0.49206349206349204,2025
S01013363,EMA,0.125,cilif_age_16_18,0.3333333333333333,2025
S01013363,CG,0.16666666666666666,cilif_age_5_15,0.5,2025
S01013363,UC,0.8717948717948718,unemployed_households_with_children,0.28205128205128205,2025
S01013364,FSM,0.12380952380952381,cilif_age_10_18,0.18095238095238095,2023
S01013364,EMA,0,cilif_age_16_18,NA,2023
S01013364,CG,0.3983050847457627,cilif_age_5_15,0.17796610169491525,2023
S01013364,FSM,0.009523809523809525,cilif_age_10_18,0.17142857142857143,2025
S01013364,EMA,0,cilif_age_16_18,0.2,2025
S01013364,CG,0.423728813559322,cilif_age_5_15,0.15254237288135594,2025
S01013364,UC,0.23809523809523808,unemployed_households_with_children,0.09523809523809523,2025
S01013365,FSM,0,cilif_age_10_18,0.24074074074074073,2023
S01013365,EMA,0.10526315789473684,cilif_age_16_18,0.2631578947368421,2023
S01013365,CG,0.296875,cilif_age_5_15,0.21875,2023
S01013365,FSM,0.18518518518518517,cilif_age_10_18,0.1111111111111111,2025
S01013365,EMA,0.3157894736842105,cilif_age_16_18,0.2631578947368421,2025
S01013365,CG,0.6875,cilif_age_5_15,0.1875,2025
S01013365,UC,0.3283582089552239,unemployed_households_with_children,0.13432835820895522,2025
S01013366,FSM,0.06796116504854369,cilif_age_10_18,0.0970873786407767,2023
S01013366,EMA,0.06896551724137931,cilif_age_16_18,0.1724137931034483,2023
S01013366,CG,0.0594059405940594,cilif_age_5_15,0.1188118811881188,2023
S01013366,FSM,0.019417475728155338,cilif_age_10_18,0.11650485436893204,2025
S01013366,EMA,0.034482758620689655,cilif_age_16_18,0.2413793103448276,2025
S01013366,CG,0.1485148514851485,cilif_age_5_15,0.06930693069306931,2025
S01013366,UC,0.12903225806451613,unemployed_households_with_children,0.053763440860215055,2025
S01013367,FSM,0.07317073170731707,cilif_age_10_18,0.12195121951219512,2023
S01013367,EMA,0.13333333333333333,cilif_age_16_18,NA,2023
S01013367,CG,0.2,cilif_age_5_15,0.2,2023
S01013367,FSM,0.21951219512195122,cilif_age_10_18,0.1951219512195122,2025
S01013367,EMA,0.2,cilif_age_16_18,NA,2025
S01013367,CG,0.25,cilif_age_5_15,0.2,2025
S01013367,UC,0.3023255813953488,unemployed_households_with_children,0.046511627906976744,2025
S01013368,FSM,0.2463768115942029,cilif_age_10_18,0.2318840579710145,2023
S01013368,EMA,0,cilif_age_16_18,NA,2023
S01013368,CG,0.42424242424242425,cilif_age_5_15,0.24242424242424243,2023
S01013368,FSM,0.30434782608695654,cilif_age_10_18,0.18840579710144928,2025
S01013368,EMA,0.058823529411764705,cilif_age_16_18,0.14705882352941177,2025
S01013368,CG,0.5454545454545454,cilif_age_5_15,0.16666666666666666,2025
S01013368,UC,0.4444444444444444,unemployed_households_with_children,0.09722222222222222,2025
S01013369,FSM,0.15789473684210525,cilif_age_10_18,0.28421052631578947,2023
S01013369,EMA,0.34615384615384615,cilif_age_16_18,0.6538461538461539,2023
S01013369,CG,0.3114754098360656,cilif_age_5_15,0.2540983606557377,2023
S01013369,FSM,0.021052631578947368,cilif_age_10_18,0.3473684210526316,2025
S01013369,EMA,0.038461538461538464,cilif_age_16_18,0.4230769230769231,2025
S01013369,CG,0.8360655737704918,cilif_age_5_15,0.2786885245901639,2025
S01013369,UC,0.7714285714285715,unemployed_households_with_children,0.23809523809523808,2025
S01013370,FSM,0.22413793103448276,cilif_age_10_18,0.2413793103448276,2023
S01013370,EMA,0,cilif_age_16_18,0.22727272727272727,2023
S01013370,CG,0.21794871794871795,cilif_age_5_15,0.19230769230769232,2023
S01013370,FSM,0.06896551724137931,cilif_age_10_18,0.1206896551724138,2025
S01013370,EMA,0.045454545454545456,cilif_age_16_18,NA,2025
S01013370,CG,0.2948717948717949,cilif_age_5_15,0.07692307692307693,2025
S01013370,UC,0.5697674418604651,unemployed_households_with_children,0.23255813953488372,2025
S01013371,FSM,0.1276595744680851,cilif_age_10_18,0.2127659574468085,2023
S01013371,EMA,0.1875,cilif_age_16_18,NA,2023
S01013371,CG,0.6721311475409836,cilif_age_5_15,0.32786885245901637,2023
S01013371,FSM,0.0851063829787234,cilif_age_10_18,0.19148936170212766,2025
S01013371,EMA,0.375,cilif_age_16_18,NA,2025
S01013371,CG,0.8852459016393442,cilif_age_5_15,0.3442622950819672,2025
S01013371,UC,0.6779661016949152,unemployed_households_with_children,0.1016949152542373,2025
S01013372,FSM,0,cilif_age_10_18,0.3609022556390977,2023
S01013372,EMA,0.1276595744680851,cilif_age_16_18,0.3191489361702128,2023
S01013372,CG,0.0641025641025641,cilif_age_5_15,0.4230769230769231,2023
S01013372,FSM,0.007518796992481203,cilif_age_10_18,0.3308270676691729,2025
S01013372,EMA,0.02127659574468085,cilif_age_16_18,0.2978723404255319,2025
S01013372,CG,0.3269230769230769,cilif_age_5_15,0.3525641025641026,2025
S01013372,UC,0.7204301075268817,unemployed_households_with_children,0.3763440860215054,2025
S01013373,FSM,0.04918032786885246,cilif_age_10_18,0.21311475409836064,2023
S01013373,EMA,0.1111111111111111,cilif_age_16_18,NA,2023
S01013373,CG,0.08888888888888889,cilif_age_5_15,0.2222222222222222,2023
S01013373,FSM,0.19672131147540983,cilif_age_10_18,0.11475409836065574,2025
S01013373,EMA,0.05555555555555555,cilif_age_16_18,NA,2025
S01013373,CG,0.3333333333333333,cilif_age_5_15,0.12222222222222222,2025
S01013373,UC,0.7244897959183674,unemployed_households_with_children,0.17346938775510204,2025
S01013374,FSM,0.07142857142857142,cilif_age_10_18,0.5918367346938775,2023
S01013374,EMA,0,cilif_age_16_18,0.6086956521739131,2023
S01013374,CG,0.3146853146853147,cilif_age_5_15,0.48951048951048953,2023
S01013374,FSM,0.02040816326530612,cilif_age_10_18,0.5918367346938775,2025
S01013374,EMA,0.043478260869565216,cilif_age_16_18,0.782608695652174,2025
S01013374,CG,0.40559440559440557,cilif_age_5_15,0.4405594405594406,2025
S01013374,UC,0.9166666666666666,unemployed_households_with_children,0.30833333333333335,2025
S01013375,FSM,0.2631578947368421,cilif_age_10_18,0.3157894736842105,2023
S01013375,EMA,0,cilif_age_16_18,NA,2023
S01013375,CG,0.975,cilif_age_5_15,0.425,2023
S01013375,FSM,0.02631578947368421,cilif_age_10_18,0.5,2025
S01013375,EMA,0.1875,cilif_age_16_18,0.375,2025
S01013375,CG,0.25,cilif_age_5_15,0.45,2025
S01013375,UC,0.6444444444444445,unemployed_households_with_children,0.06666666666666667,2025
S01013376,FSM,0.1509433962264151,cilif_age_10_18,0.32075471698113206,2023
S01013376,EMA,0,cilif_age_16_18,0.4,2023
S01013376,CG,0.935064935064935,cilif_age_5_15,0.22077922077922077,2023
S01013376,FSM,0.37735849056603776,cilif_age_10_18,0.22641509433962265,2025
S01013376,EMA,0.13333333333333333,cilif_age_16_18,0.5333333333333333,2025
S01013376,CG,0.37662337662337664,cilif_age_5_15,0.2727272727272727,2025
S01013376,UC,0.5068493150684932,unemployed_households_with_children,0.2465753424657534,2025
S01013377,FSM,0,cilif_age_10_18,0.21739130434782608,2023
S01013377,EMA,0.07407407407407407,cilif_age_16_18,0.18518518518518517,2023
S01013377,CG,1.375,cilif_age_5_15,0.3333333333333333,2023
S01013377,FSM,0.14492753623188406,cilif_age_10_18,0.18840579710144928,2025
S01013377,EMA,0.1111111111111111,cilif_age_16_18,0.18518518518518517,2025
S01013377,CG,0.6111111111111112,cilif_age_5_15,0.20833333333333334,2025
S01013377,UC,0.39325842696629215,unemployed_households_with_children,0.20224719101123595,2025
S01013378,FSM,0.20930232558139536,cilif_age_10_18,0.36046511627906974,2023
S01013378,EMA,0.038461538461538464,cilif_age_16_18,0.34615384615384615,2023
S01013378,CG,0.494949494949495,cilif_age_5_15,0.32323232323232326,2023
S01013378,FSM,0.1511627906976744,cilif_age_10_18,0.3023255813953488,2025
S01013378,EMA,0.07692307692307693,cilif_age_16_18,0.4230769230769231,2025
S01013378,CG,0.5353535353535354,cilif_age_5_15,0.29292929292929293,2025
S01013378,UC,0.7216494845360825,unemployed_households_with_children,0.20618556701030927,2025
S01013379,FSM,0,cilif_age_10_18,0.16279069767441862,2023
S01013379,EMA,0.16666666666666666,cilif_age_16_18,0.4166666666666667,2023
S01013379,CG,0.11940298507462686,cilif_age_5_15,0.14925373134328357,2023
S01013379,FSM,0.046511627906976744,cilif_age_10_18,0.32558139534883723,2025
S01013379,EMA,0.08333333333333333,cilif_age_16_18,0.4166666666666667,2025
S01013379,CG,0.44776119402985076,cilif_age_5_15,0.208955223880597,2025
S01013379,UC,0.5901639344262295,unemployed_households_with_children,0.13114754098360656,2025
S01013380,FSM,0.041176470588235294,cilif_age_10_18,0.12352941176470589,2023
S01013380,EMA,0.021052631578947368,cilif_age_16_18,0.1368421052631579,2023
S01013380,CG,0.19839679358717435,cilif_age_5_15,0.08817635270541083,2023
S01013380,FSM,0.0029411764705882353,cilif_age_10_18,0.13529411764705881,2025
S01013380,EMA,0.010526315789473684,cilif_age_16_18,0.18947368421052632,2025
S01013380,CG,0.028056112224448898,cilif_age_5_15,0.09418837675350701,2025
S01013380,UC,0.22743682310469315,unemployed_households_with_children,0.03790613718411552,2025
S01013381,FSM,0.02564102564102564,cilif_age_10_18,0.4358974358974359,2023
S01013381,EMA,0.09090909090909091,cilif_age_16_18,0.5454545454545454,2023
S01013381,CG,0,cilif_age_5_15,0.22641509433962265,2023
S01013381,FSM,0.28205128205128205,cilif_age_10_18,0.1794871794871795,2025
S01013381,EMA,0.09090909090909091,cilif_age_16_18,NA,2025
S01013381,CG,0.1320754716981132,cilif_age_5_15,0.1509433962264151,2025
S01013381,UC,0.7916666666666666,unemployed_households_with_children,0.10416666666666667,2025
S01013382,FSM,0,cilif_age_10_18,0.1506849315068493,2023
S01013382,EMA,0.045454545454545456,cilif_age_16_18,0.22727272727272727,2023
S01013382,CG,0.23376623376623376,cilif_age_5_15,0.14285714285714285,2023
S01013382,FSM,0.3561643835616438,cilif_age_10_18,NA,2025
S01013382,EMA,0.09090909090909091,cilif_age_16_18,NA,2025
S01013382,CG,0.2727272727272727,cilif_age_5_15,NA,2025
S01013382,UC,0.30434782608695654,unemployed_households_with_children,0.057971014492753624,2025
S01013383,FSM,0.18181818181818182,cilif_age_10_18,0.16363636363636364,2023
S01013383,EMA,0,cilif_age_16_18,NA,2023
S01013383,CG,0.6896551724137931,cilif_age_5_15,0.11494252873563218,2023
S01013383,FSM,0.34545454545454546,cilif_age_10_18,0.16363636363636364,2025
S01013383,EMA,0,cilif_age_16_18,0.21739130434782608,2025
S01013383,CG,0.06896551724137931,cilif_age_5_15,0.16091954022988506,2025
S01013383,UC,0.7590361445783133,unemployed_households_with_children,0.2289156626506024,2025
S01013384,FSM,0.0782608695652174,cilif_age_10_18,0.09565217391304348,2023
S01013384,EMA,0,cilif_age_16_18,NA,2023
S01013384,CG,0.03759398496240601,cilif_age_5_15,0.11278195488721804,2023
S01013384,FSM,0.17391304347826086,cilif_age_10_18,0.3391304347826087,2025
S01013384,EMA,0.29411764705882354,cilif_age_16_18,0.3235294117647059,2025
S01013384,CG,0.06766917293233082,cilif_age_5_15,0.3007518796992481,2025
S01013384,UC,0.42857142857142855,unemployed_households_with_children,0.10476190476190476,2025
S01013385,FSM,0.6363636363636364,cilif_age_10_18,0.15151515151515152,2023
S01013385,EMA,0.2,cilif_age_16_18,NA,2023
S01013385,CG,0.05714285714285714,cilif_age_5_15,NA,2023
S01013385,FSM,0.030303030303030304,cilif_age_10_18,0.15151515151515152,2025
S01013385,EMA,0,cilif_age_16_18,NA,2025
S01013385,CG,2.2285714285714286,cilif_age_5_15,0.2571428571428571,2025
S01013385,UC,0.45454545454545453,unemployed_households_with_children,0,2025
S01013386,FSM,0.12121212121212122,cilif_age_10_18,0.16666666666666666,2023
S01013386,EMA,0.030303030303030304,cilif_age_16_18,NA,2023
S01013386,CG,0.7049180327868853,cilif_age_5_15,0.08196721311475409,2023
S01013386,FSM,0.36363636363636365,cilif_age_10_18,0.10606060606060606,2025
S01013386,EMA,0.030303030303030304,cilif_age_16_18,0.21212121212121213,2025
S01013386,CG,0.5573770491803278,cilif_age_5_15,0.13114754098360656,2025
S01013386,UC,0.21428571428571427,unemployed_households_with_children,0,2025
S01013387,FSM,0.07058823529411765,cilif_age_10_18,0.08235294117647059,2023
S01013387,EMA,0.02631578947368421,cilif_age_16_18,0.18421052631578946,2023
S01013387,CG,0.8181818181818182,cilif_age_5_15,0.09090909090909091,2023
S01013387,FSM,0.03529411764705882,cilif_age_10_18,0.1411764705882353,2025
S01013387,EMA,0.02631578947368421,cilif_age_16_18,0.13157894736842105,2025
S01013387,CG,0.5324675324675324,cilif_age_5_15,0.14285714285714285,2025
S01013387,UC,0.54216867469879515,unemployed_households_with_children,0.10843373493975904,2025
S01013388,FSM,0,cilif_age_10_18,0.13043478260869565,2023
S01013388,EMA,0,cilif_age_16_18,0.3333333333333333,2023
S01013388,CG,0.11392405063291139,cilif_age_5_15,0.189873417721519,2023
S01013388,FSM,0.2753623188405797,cilif_age_10_18,0.18840579710144928,2025
S01013388,EMA,0.09523809523809523,cilif_age_16_18,0.23809523809523808,2025
S01013388,CG,0,cilif_age_5_15,0.27848101265822783,2025
S01013388,UC,0.5443037974683544,unemployed_households_with_children,0.11392405063291139,2025
S01013389,FSM,0.039473684210526314,cilif_age_10_18,0.09210526315789473,2023
S01013389,EMA,0.1111111111111111,cilif_age_16_18,NA,2023
S01013389,CG,0.047619047619047616,cilif_age_5_15,0.05952380952380952,2023
S01013389,FSM,0.3157894736842105,cilif_age_10_18,0.10526315789473684,2025
S01013389,EMA,0.05555555555555555,cilif_age_16_18,NA,2025
S01013389,CG,0.05952380952380952,cilif_age_5_15,0.07142857142857142,2025
S01013389,UC,0.3764705882352941,unemployed_households_with_children,0.15294117647058825,2025
S01013390,FSM,0.3793103448275862,cilif_age_10_18,0.3103448275862069,2023
S01013390,EMA,0.2727272727272727,cilif_age_16_18,0.5454545454545454,2023
S01013390,CG,0.8809523809523809,cilif_age_5_15,0.19047619047619047,2023
S01013390,FSM,0.20689655172413793,cilif_age_10_18,0.1724137931034483,2025
S01013390,EMA,0.2727272727272727,cilif_age_16_18,NA,2025
S01013390,CG,0.5476190476190477,cilif_age_5_15,0.11904761904761904,2025
S01013390,UC,0.6818181818181818,unemployed_households_with_children,0.09090909090909091,2025
S01013391,FSM,0,cilif_age_10_18,0.24242424242424243,2023
S01013391,EMA,0.4444444444444444,cilif_age_16_18,0.5555555555555556,2023
S01013391,CG,0.20689655172413793,cilif_age_5_15,0.13793103448275862,2023
S01013391,FSM,0.6666666666666666,cilif_age_10_18,0.24242424242424243,2025
S01013391,EMA,0,cilif_age_16_18,NA,2025
S01013391,CG,0.7413793103448276,cilif_age_5_15,0.1896551724137931,2025
S01013391,UC,0.3111111111111111,unemployed_households_with_children,0.15555555555555556,2025
S01013392,FSM,0,cilif_age_10_18,0.09302325581395349,2023
S01013392,EMA,0.07692307692307693,cilif_age_16_18,0.34615384615384615,2023
S01013392,CG,0.0446927374301676,cilif_age_5_15,0.061452513966480445,2023
S01013392,FSM,0.046511627906976744,cilif_age_10_18,0.12403100775193798,2025
S01013392,EMA,0.038461538461538464,cilif_age_16_18,0.2692307692307692,2025
S01013392,CG,0.10614525139664804,cilif_age_5_15,0.07262569832402235,2025
S01013392,UC,0.10638297872340426,unemployed_households_with_children,0.04964539007092199,2025
S01013393,FSM,0.024691358024691357,cilif_age_10_18,0.14814814814814814,2023
S01013393,EMA,0.07142857142857142,cilif_age_16_18,0.21428571428571427,2023
S01013393,CG,0.042105263157894736,cilif_age_5_15,0.12631578947368421,2023
S01013393,FSM,0.12345679012345678,cilif_age_10_18,0.08641975308641975,2025
S01013393,EMA,0.14285714285714285,cilif_age_16_18,NA,2025
S01013393,CG,0.05263157894736842,cilif_age_5_15,0.09473684210526316,2025
S01013393,UC,0.49,unemployed_households_with_children,0.13,2025
S01013394,FSM,0.6588235294117647,cilif_age_10_18,0.4117647058823529,2023
S01013394,EMA,0.058823529411764705,cilif_age_16_18,0.5882352941176471,2023
S01013394,CG,0.868421052631579,cilif_age_5_15,0.3508771929824561,2023
S01013394,FSM,0.15294117647058825,cilif_age_10_18,0.38823529411764707,2025
S01013394,EMA,0.17647058823529413,cilif_age_16_18,0.7647058823529411,2025
S01013394,CG,0.3508771929824561,cilif_age_5_15,0.32456140350877194,2025
S01013394,UC,0.7733333333333333,unemployed_households_with_children,0.13333333333333333,2025
S01013395,FSM,0.25333333333333335,cilif_age_10_18,0.56,2023
S01013395,EMA,0.23809523809523808,cilif_age_16_18,0.5714285714285714,2023
S01013395,CG,0.37373737373737376,cilif_age_5_15,0.6060606060606061,2023
S01013395,FSM,0.05333333333333334,cilif_age_10_18,0.5333333333333333,2025
S01013395,EMA,0,cilif_age_16_18,0.6666666666666666,2025
S01013395,CG,0.1111111111111111,cilif_age_5_15,0.494949494949495,2025
S01013395,UC,1.0625,unemployed_households_with_children,0.3854166666666667,2025
S01013396,FSM,0.10377358490566038,cilif_age_10_18,0.10377358490566038,2023
S01013396,EMA,0.041666666666666664,cilif_age_16_18,0.20833333333333334,2023
S01013396,CG,0.016,cilif_age_5_15,0.144,2023
S01013396,FSM,0.42452830188679247,cilif_age_10_18,0.11320754716981132,2025
S01013396,EMA,0.08333333333333333,cilif_age_16_18,0.3333333333333333,2025
S01013396,CG,0.12,cilif_age_5_15,0.064,2025
S01013396,UC,0.1746031746031746,unemployed_households_with_children,0.03968253968253968,2025
S01013397,FSM,0.2696629213483146,cilif_age_10_18,0.3146067415730337,2023
S01013397,EMA,0.038461538461538464,cilif_age_16_18,0.19230769230769232,2023
S01013397,CG,0.14655172413793102,cilif_age_5_15,0.3448275862068966,2023
S01013397,FSM,0.33707865168539325,cilif_age_10_18,0.25842696629213485,2025
S01013397,EMA,0.038461538461538464,cilif_age_16_18,0.2692307692307692,2025
S01013397,CG,0.5775862068965517,cilif_age_5_15,0.25862068965517243,2025
S01013397,UC,0.5,unemployed_households_with_children,0.05660377358490566,2025
S01013398,FSM,0.041666666666666664,cilif_age_10_18,0.052083333333333336,2023
S01013398,EMA,0,cilif_age_16_18,NA,2023
S01013398,CG,0.5402298850574713,cilif_age_5_15,0.05747126436781609,2023
S01013398,FSM,0.13541666666666666,cilif_age_10_18,0.0625,2025
S01013398,EMA,0,cilif_age_16_18,NA,2025
S01013398,CG,0.05747126436781609,cilif_age_5_15,0.08045977011494253,2025
S01013398,UC,0.07228915662650602,unemployed_households_with_children,0.04819277108433735,2025
S01013399,FSM,0.13125,cilif_age_10_18,0.06875,2023
S01013399,EMA,0.022222222222222223,cilif_age_16_18,0.13333333333333333,2023
S01013399,CG,0.3316582914572864,cilif_age_5_15,0.07537688442211055,2023
S01013399,FSM,0.0125,cilif_age_10_18,0.13125,2025
S01013399,EMA,0.044444444444444446,cilif_age_16_18,0.17777777777777778,2025
S01013399,CG,0.17587939698492464,cilif_age_5_15,0.11557788944723618,2025
S01013399,UC,0.20121951219512196,unemployed_households_with_children,0.054878048780487805,2025
S01013400,FSM,0.19736842105263158,cilif_age_10_18,0.2236842105263158,2023
S01013400,EMA,0.21428571428571427,cilif_age_16_18,0.32142857142857145,2023
S01013400,CG,0.21839080459770116,cilif_age_5_15,0.26436781609195403,2023
S01013400,FSM,0.21052631578947367,cilif_age_10_18,0.27631578947368424,2025
S01013400,EMA,0.07142857142857142,cilif_age_16_18,0.21428571428571427,2025
S01013400,CG,0.022988505747126436,cilif_age_5_15,0.2988505747126437,2025
S01013400,UC,0.7222222222222222,unemployed_households_with_children,0.2777777777777778,2025
S01013401,FSM,0.056910569105691054,cilif_age_10_18,0.09959349593495935,2023
S01013401,EMA,0.007874015748031496,cilif_age_16_18,0.06299212598425197,2023
S01013401,CG,0.00909090909090909,cilif_age_5_15,0.08961038961038961,2023
S01013401,FSM,0.02032520325203252,cilif_age_10_18,0.07723577235772358,2025
S01013401,EMA,0.007874015748031496,cilif_age_16_18,0.10236220472440945,2025
S01013401,CG,0.06103896103896104,cilif_age_5_15,0.06753246753246753,2025
S01013401,UC,0.2084639498432602,unemployed_households_with_children,0.048589341692789965,2025
S01013402,FSM,0.08196721311475409,cilif_age_10_18,0.08743169398907104,2023
S01013402,EMA,0.046511627906976744,cilif_age_16_18,0.11627906976744186,2023
S01013402,CG,0.05747126436781609,cilif_age_5_15,0.06513409961685823,2023
S01013402,FSM,0.03278688524590164,cilif_age_10_18,0.08743169398907104,2025
S01013402,EMA,0.046511627906976744,cilif_age_16_18,0.11627906976744186,2025
S01013402,CG,0.022988505747126436,cilif_age_5_15,0.07279693486590039,2025
S01013402,UC,0.12857142857142856,unemployed_households_with_children,0.04285714285714286,2025
S01013403,FSM,0.06338028169014084,cilif_age_10_18,0.04929577464788732,2023
S01013403,EMA,0,cilif_age_16_18,NA,2023
S01013403,CG,0.35714285714285715,cilif_age_5_15,0.03571428571428571,2023
S01013403,FSM,0.056338028169014086,cilif_age_10_18,NA,2025
S01013403,EMA,0.05405405405405406,cilif_age_16_18,NA,2025
S01013403,CG,0.1130952380952381,cilif_age_5_15,0.047619047619047616,2025
